,Authors,CiteScore,CiteScorePercentile,Views,OpenAccess,Affiliations,Prominence,Citations,FWCI,Publication type
10191,1,5.9,3.0,25,0,1,99.318,62,4.99,Article
50730,6,,,12,1,5,91.163,18,2.21,Conference Paper
44306,2,0.8,51.0,13,0,1,98.39200000000001,21,5.96,Conference Paper
11713,4,16.2,1.0,43,0,3,85.616,57,2.64,Article
81255,3,,,30,0,1,48.906000000000006,12,2.51,Conference Paper
28704,2,,,45,0,4,33.895,30,5.73,Conference Paper
42743,2,5.0,6.0,30,0,4,99.40899999999999,21,0.83,Article
22307,3,7.7,4.0,21,0,2,95.806,36,1.29,Review
9206,3,3.8,15.0,94,0,3,99.709,65,5.03,Article
30440,3,3.6,16.0,50,0,3,88.77799999999999,28,2.21,Article
15375,3,4.9,17.0,14,0,2,99.11,47,2.33,Article
2748,2,5.2,17.0,75,1,1,97.17399999999999,137,6.56,Article
20336,2,5.4,6.0,73,1,1,87.389,38,3.55,Article
1315,2,9.0,1.0,338,0,2,60.29600000000001,214,7.39,Article
71388,6,1.8,35.0,51,1,3,99.895,13,2.91,Conference Paper
87602,4,3.4,26.0,21,0,2,86.132,11,0.33,Article
31226,4,1.9,48.0,78,0,2,91.925,28,1.91,Article
31354,1,3.8,15.0,46,0,1,76.717,28,1.17,Article
30557,3,12.0,2.0,39,0,4,74.11,28,1.26,Article
25883,4,3.5,38.0,20,0,1,86.993,32,1.88,Article
70893,2,1.6,40.0,15,0,1,99.146,13,2.17,Conference Paper
28296,5,,,7,1,6,94.182,30,2.0,Article
63731,11,3.5,30.0,20,1,3,97.866,15,0.68,Article
26394,4,,,8,0,3,99.63600000000001,32,1.17,Article
71478,1,2.9,22.0,8,0,2,73.923,13,0.93,Article
27563,4,5.4,14.0,77,1,2,80.207,31,1.6,Article
94347,6,0.8,79.0,8,1,1,92.053,10,2.34,Conference Paper
83506,4,,,14,0,1,98.429,11,1.79,Conference Paper
78466,2,5.3,4.0,23,0,2,75.92699999999999,12,1.57,Article
67320,3,4.7,20.0,14,0,2,94.65,14,0.94,Article
60830,4,0.7,83.0,77,0,1,97.805,16,1.56,Conference Paper
86327,2,,,7,0,1,93.323,11,3.27,Conference Paper
5733,8,,,20,0,4,95.12100000000001,88,5.09,Conference Paper
83570,9,0.4,85.0,21,0,3,91.74600000000001,11,2.33,Conference Paper
93834,3,1.7,36.0,20,0,1,44.70399999999999,10,0.95,Article
46862,2,5.6,4.0,26,0,3,96.50299999999999,20,1.34,Article
93882,5,,,17,0,2,99.14399999999999,10,3.1,Conference Paper
32887,6,11.9,1.0,18,1,1,96.67,27,2.88,Conference Paper
58341,4,4.1,18.0,24,1,3,97.635,16,1.11,Article
60528,5,,,14,0,2,97.955,16,3.0,Conference Paper
90674,4,12.0,2.0,44,0,3,99.72200000000001,10,0.73,Article
49421,5,8.2,5.0,25,0,4,76.88600000000001,19,1.06,Article
6665,2,8.2,1.0,65,0,1,98.863,81,6.11,Article
98492,1,1.6,40.0,9,0,1,96.404,9,2.17,Conference Paper
34718,3,7.6,6.0,29,0,8,98.523,25,1.99,Article
85220,2,1.9,50.0,37,0,3,83.206,11,0.8,Article
43801,3,16.3,1.0,12,0,1,89.22399999999999,21,1.15,Article
12396,4,3.5,14.0,52,1,4,99.839,54,4.44,Article
15574,3,5.5,2.0,33,0,2,95.414,46,2.59,Article
73187,4,,,37,0,1,95.896,13,6.04,Conference Paper
10348,3,8.6,3.0,82,0,3,99.38600000000001,61,5.26,Article
87784,9,,,36,0,6,97.094,11,1.38,Conference Paper
69695,4,3.5,14.0,22,1,2,92.103,14,1.43,Article
74175,4,9.0,4.0,23,0,3,91.81700000000001,13,0.68,Article
28980,1,0.7,73.0,16,0,1,73.562,29,6.11,Conference Paper
30354,2,2.2,40.0,23,0,2,97.02,28,1.44,Article
26153,4,6.8,7.0,111,0,3,97.965,32,1.97,Article
90851,3,6.8,11.0,19,0,2,93.006,10,1.02,Article
60794,4,4.5,8.0,35,0,3,75.833,16,1.15,Article
69198,2,5.2,17.0,25,0,3,96.164,14,2.36,Conference Paper
88363,4,,,6,0,1,94.12899999999999,11,2.08,Conference Paper
55234,3,0.8,67.0,42,0,2,99.708,17,4.72,Chapter
24397,2,3.3,4.0,42,0,1,95.863,34,3.36,Article
63255,6,7.6,9.0,23,1,4,94.219,15,1.27,Conference Paper
96014,2,6.0,4.0,71,0,2,72.77600000000001,10,1.13,Article
59300,2,,,10,0,1,38.933,16,4.35,Conference Paper
49775,4,,,39,0,2,97.10700000000001,19,3.18,Conference Paper
51465,5,3.5,25.0,20,0,2,83.32600000000001,18,4.09,Conference Paper
63137,2,5.2,14.0,47,1,1,88.53200000000001,15,1.18,Article
23163,3,4.1,18.0,70,1,2,96.221,35,1.89,Article
33257,7,9.0,4.0,11,1,1,98.035,26,1.64,Article
24292,2,5.0,18.0,17,0,1,95.14200000000001,34,3.59,Conference Paper
2069,4,4.3,7.0,134,0,1,98.824,163,3.95,Review
20339,5,4.7,20.0,73,0,4,99.559,38,1.67,Article
87182,5,,,8,1,1,86.698,11,1.89,Conference Paper
93005,4,,,137,0,1,94.45200000000001,10,2.53,Conference Paper
85035,1,0.8,79.0,22,1,3,97.22399999999999,11,2.01,Conference Paper
55531,3,,,21,0,2,93.992,17,2.28,Conference Paper
99818,2,1.6,50.0,17,0,2,96.38600000000001,9,0.73,Article
21634,6,0.6,68.0,10,0,4,99.637,37,7.92,Conference Paper
85883,4,1.2,53.0,15,1,3,36.733000000000004,11,1.94,Conference Paper
78673,4,,,14,1,1,90.219,12,2.42,Conference Paper
38241,3,8.6,3.0,24,1,8,91.50399999999999,24,1.55,Article
74688,4,,,5,0,1,98.594,13,1.52,Conference Paper
81503,3,1.8,31.0,21,1,1,97.78399999999999,12,0.7,Article
3538,5,9.0,4.0,34,0,4,86.321,119,7.43,Article
69916,3,,,31,0,1,99.78,14,1.92,Conference Paper
96909,4,,,11,0,2,94.057,9,0.87,Conference Paper
8318,5,8.4,7.0,48,0,4,95.381,70,3.15,Article
40600,3,,,6,1,3,97.70700000000001,22,1.52,Article
75674,7,2.1,16.0,138,0,5,96.375,12,0.8,Article
91671,5,,,16,0,2,87.45200000000001,10,1.82,Conference Paper
58430,11,,,59,1,11,92.63,16,2.17,Conference Paper
39933,5,4.4,10.0,14,0,2,72.945,23,2.12,Article
85689,4,1.8,35.0,30,1,1,10.085,11,3.75,Conference Paper
58623,3,,,35,0,1,98.001,16,2.28,Conference Paper
7485,2,4.9,17.0,56,1,2,81.274,75,1.72,Article
89382,4,2.8,32.0,18,0,2,20.851999999999997,10,2.13,Conference Paper
76264,4,4.0,14.0,22,0,3,81.167,12,1.17,Article
27164,2,1.9,52.0,12,1,2,80.943,31,1.8,Article
95346,3,6.0,5.0,8,1,2,88.541,10,2.05,Conference Paper
70295,2,,,25,0,1,85.844,13,1.68,Conference Paper
29314,4,,,33,0,1,87.48700000000001,29,5.23,Conference Paper
37383,4,4.4,12.0,59,0,2,82.286,24,1.36,Article
29466,5,6.5,9.0,38,0,7,85.838,29,5.47,Conference Paper
66596,4,10.8,1.0,13,1,3,94.42,14,0.96,Article
1293,5,5.5,11.0,21,0,5,94.375,216,19.24,Article
17700,3,4.5,10.0,73,1,1,99.602,42,2.64,Article
30573,4,,,16,0,4,97.02,28,3.2,Conference Paper
30442,5,10.8,3.0,29,1,2,99.539,28,1.83,Article
99602,4,,,23,0,2,80.227,9,2.87,Conference Paper
77769,4,,,18,0,2,74.587,12,2.54,Conference Paper
44211,2,1.8,33.0,44,0,1,99.024,21,0.64,Article
98653,2,1.0,49.0,581,0,1,90.098,9,0.0,Article
67112,3,,,21,1,1,86.993,14,0.67,Conference Paper
23363,3,5.2,7.0,26,0,2,99.859,35,2.7,Article
17435,4,6.5,9.0,47,0,4,99.05799999999999,43,2.28,Article
31566,2,,,33,0,1,93.727,27,4.14,Conference Paper
77111,9,5.6,13.0,18,1,4,98.006,12,0.86,Article
27367,3,7.6,8.0,124,0,6,99.902,31,1.91,Article
27746,2,5.5,5.0,36,0,3,76.089,30,1.42,Article
45263,7,2.1,59.0,52,1,4,93.84,20,0.94,Article
12977,14,,,14,0,5,97.93299999999999,53,17.12,Conference Paper
35702,2,10.4,2.0,38,1,2,95.146,25,0.8,Article
17248,4,4.3,14.0,42,0,4,97.93,43,2.22,Article
37855,2,4.3,10.0,44,0,1,91.38,24,1.7,Article
23065,4,3.9,12.0,51,0,2,96.499,35,2.04,Article
99145,3,,,8,0,2,76.813,9,1.22,Conference Paper
86057,2,1.6,40.0,22,0,1,96.882,11,1.55,Article
312,3,14.0,2.0,67,1,4,88.541,523,40.13,Article
37109,4,7.2,2.0,35,0,2,93.6,24,2.33,Article
16166,2,7.3,6.0,32,0,1,80.40100000000001,45,1.84,Article
44036,2,1.9,43.0,27,0,1,99.03,21,1.64,Article
73984,11,1.6,40.0,22,1,7,99.036,13,1.45,Conference Paper
93574,3,1.8,35.0,28,1,1,99.823,10,0.83,Conference Paper
47839,3,2.5,35.0,28,1,1,96.848,19,0.63,Review
87070,2,,,12,0,3,94.025,11,0.83,Conference Paper
17888,4,8.9,4.0,23,0,5,97.726,42,2.12,Article
78686,5,0.8,79.0,14,1,3,87.32600000000001,12,2.68,Conference Paper
20690,3,16.3,1.0,20,0,1,99.383,38,2.1,Article
79145,3,1.1,81.0,5,0,2,60.548,12,0.81,Conference Paper
9708,4,3.5,14.0,11,1,3,98.529,63,4.76,Article
8754,1,7.3,6.0,7,0,1,95.274,68,4.49,Article
52580,3,6.0,5.0,11,1,7,76.581,18,1.89,Article
49470,1,3.6,9.0,116,0,1,98.805,19,1.23,Article
93141,8,5.4,14.0,18,1,3,96.60600000000001,10,0.47,Article
26795,3,6.5,9.0,27,0,6,81.322,31,1.49,Article
77535,3,,,14,0,6,97.445,12,2.17,Conference Paper
9872,2,4.7,20.0,33,0,1,98.82600000000001,63,2.4,Article
24883,1,10.8,3.0,53,0,1,96.64299999999999,33,1.83,Article
35222,4,3.1,20.0,16,1,4,64.45100000000001,25,0.99,Article
79451,4,,,28,0,6,95.51799999999999,12,1.16,Conference Paper
44223,2,5.3,16.0,131,0,1,95.369,21,1.4,Article
50806,3,2.7,10.0,12,0,1,89.73,18,5.06,Conference Paper
63748,8,,,10,0,6,91.01,15,3.17,Conference Paper
56099,3,2.8,10.0,8,1,1,77.419,17,3.26,Conference Paper
46924,4,1.6,40.0,25,0,1,75.64699999999999,20,2.41,Conference Paper
79207,2,1.6,50.0,13,0,2,81.764,12,0.42,Article
16812,3,4.4,16.0,31,0,2,87.51700000000001,44,2.09,Article
17854,2,8.3,1.0,32,0,2,97.45100000000001,42,3.24,Article
17162,4,3.9,12.0,35,1,2,97.287,43,2.04,Article
44848,5,,,14,1,3,98.684,21,4.21,Conference Paper
78094,3,1.4,65.0,9,0,1,97.264,12,0.68,Conference Paper
50685,2,3.3,12.0,28,1,3,98.594,18,0.49,Article
31181,3,6.5,9.0,35,0,1,98.521,28,2.6,Conference Paper
72766,2,,,7,0,2,99.12700000000001,13,1.35,Conference Paper
71663,4,0.7,73.0,21,0,2,77.84,13,0.61,Conference Paper
29363,3,3.4,27.0,15,0,2,97.042,29,2.51,Conference Paper
33354,3,8.2,5.0,21,1,4,99.455,26,1.27,Article
8133,3,8.4,6.0,12,0,3,96.089,71,3.57,Article
18496,2,,,11,1,2,95.99799999999999,41,8.88,Conference Paper
35704,2,0.8,67.0,42,0,2,71.779,25,0.57,Review
31641,4,10.1,1.0,148,0,3,38.655,27,2.9,Article
69854,7,5.5,11.0,24,0,3,89.79700000000001,14,1.55,Article
1591,4,3.6,38.0,428,0,2,95.0,190,7.42,Article
18669,2,4.0,7.0,103,1,2,87.389,41,5.13,Article
37490,4,,,13,0,1,75.60300000000001,24,8.74,Conference Paper
8138,2,2.9,30.0,15,0,2,98.53,71,5.6,Article
75034,3,,,22,0,6,63.394,13,2.37,Conference Paper
57977,2,4.8,8.0,20,1,4,99.34100000000001,16,1.18,Article
40531,4,,,29,1,2,99.365,22,3.7,Conference Paper
45187,4,,,10,1,1,79.94800000000001,20,3.71,Conference Paper
15889,11,1.5,67.0,85,0,12,66.986,46,2.99,Article
90947,1,6.5,9.0,9,0,1,95.345,10,0.65,Conference Paper
74928,1,1.6,37.0,36,1,1,99.01700000000001,13,0.98,Article
27021,2,3.6,19.0,9,1,3,87.351,31,2.13,Article
71567,3,3.9,26.0,40,0,2,64.72399999999999,13,0.53,Article
41855,7,,,24,1,4,29.073,22,2.49,Conference Paper
24653,5,6.5,9.0,20,1,1,98.521,33,2.76,Conference Paper
11691,4,1.8,35.0,21,1,2,99.32799999999999,57,7.5,Conference Paper
2600,3,6.3,10.0,35,0,1,84.228,142,11.07,Article
46291,4,,,5,1,2,99.902,20,3.01,Conference Paper
4171,2,,,149,0,1,69.265,107,18.12,Conference Paper
2813,5,5.2,5.0,45,0,2,99.685,135,9.31,Article
55387,2,9.1,4.0,35,0,1,98.79799999999999,17,1.12,Article
5017,4,5.8,11.0,57,1,2,97.094,96,5.62,Article
64653,5,5.7,14.0,16,1,3,93.67399999999999,15,0.94,Article
16414,2,20.7,1.0,36,1,2,88.587,45,4.03,Article
87401,2,1.2,44.0,18,1,2,68.1,11,1.14,Article
5068,3,7.3,3.0,27,0,4,97.71700000000001,95,7.52,Article
73565,3,,,8,0,2,73.188,13,1.25,Conference Paper
69722,4,1.5,51.0,10,1,3,81.094,14,0.88,Article
20371,4,0.8,70.0,89,1,2,98.927,38,1.56,Article
3725,3,10.6,3.0,33,0,2,96.507,115,5.77,Article
15627,3,6.4,9.0,36,0,1,30.298000000000002,46,2.39,Article
61687,5,4.2,14.0,20,0,1,97.289,15,1.46,Article
32621,2,3.1,20.0,23,1,1,96.74700000000001,27,1.98,Article
56094,6,0.7,81.0,12,0,4,91.581,17,0.54,Review
12702,2,4.8,8.0,75,0,1,95.365,53,3.1,Article
74310,8,0.8,51.0,19,0,1,23.543000000000003,13,4.77,Conference Paper
89425,3,1.6,40.0,12,0,1,96.29799999999999,10,1.45,Conference Paper
54476,3,4.1,3.0,62,0,2,91.615,17,2.93,Article
10443,2,2.8,31.0,31,0,1,99.439,61,3.21,Article
19345,2,2.9,27.0,92,1,2,93.71700000000001,40,2.56,Article
3357,5,10.2,3.0,38,0,4,99.72200000000001,122,10.14,Article
59988,3,4.8,8.0,36,0,1,99.50200000000001,16,1.0,Article
89478,2,,,13,0,3,79.831,10,2.19,Conference Paper
77570,5,,,10,0,2,93.164,12,1.82,Conference Paper
13201,5,1.6,40.0,21,0,7,96.198,52,6.28,Conference Paper
1467,3,15.2,1.0,31,1,2,99.507,201,13.29,Article
85509,5,8.0,6.0,28,1,1,40.235,11,0.65,Article
31545,3,5.2,17.0,10,0,3,99.156,28,1.45,Article
37411,3,,,31,0,3,96.883,24,1.25,Article
14624,5,,,11,0,2,98.556,49,9.1,Conference Paper
23083,2,8.8,1.0,110,0,2,66.186,35,2.02,Article
62098,2,5.2,14.0,30,1,2,86.704,15,1.31,Article
34734,3,,,6,0,1,87.27600000000001,25,2.29,Conference Paper
72946,2,5.2,14.0,25,1,3,98.087,13,0.66,Article
43129,4,,,17,0,3,67.42,21,1.14,Conference Paper
26969,3,2.2,37.0,15,1,2,99.212,31,7.29,Conference Paper
38623,4,5.2,14.0,27,1,2,84.53399999999999,23,1.97,Article
39334,4,2.8,13.0,63,0,2,73.325,23,1.26,Article
19812,2,7.9,2.0,10,1,4,99.926,39,2.98,Article
14978,2,8.2,6.0,22,0,3,94.257,48,2.74,Article
57835,6,,,14,0,2,90.564,16,1.79,Conference Paper
79646,2,5.0,8.0,17,0,1,91.005,12,0.55,Article
1897,4,,,47,0,4,99.40899999999999,173,16.77,Conference Paper
25308,3,5.2,14.0,26,1,2,85.24600000000001,33,1.71,Article
74743,3,,,30,1,2,97.39299999999999,13,0.77,Conference Paper
14111,3,8.6,3.0,51,0,2,95.435,50,3.2,Article
15775,3,2.8,20.0,172,0,4,99.245,46,3.02,Article
81951,2,4.5,9.0,12,0,2,95.111,11,1.63,Article
25654,5,7.2,2.0,14,0,2,98.396,32,2.56,Article
72357,8,,,12,0,3,92.934,13,2.59,Conference Paper
93460,2,5.2,11.0,15,0,1,69.029,10,1.21,Article
79706,4,,,24,0,2,98.085,12,1.06,Conference Paper
38718,3,2.7,24.0,15,0,4,94.553,23,2.28,Article
56643,1,,,13,1,1,71.044,17,3.78,Conference Paper
70467,2,2.3,33.0,23,0,1,91.06,13,0.71,Article
37632,6,1.6,40.0,14,0,3,94.85,24,5.31,Conference Paper
83645,4,,,33,0,1,96.10700000000001,11,2.98,Conference Paper
99015,4,,,12,1,3,99.021,9,1.32,Conference Paper
81101,4,,,25,0,1,84.67399999999999,12,1.8,Conference Paper
66940,2,0.9,64.0,14,1,1,98.538,14,0.96,Article
86721,5,8.6,3.0,30,0,2,97.446,11,0.62,Article
31096,3,5.2,8.0,39,0,1,93.51899999999999,28,1.74,Article
84157,2,,,5,0,1,83.821,11,0.62,Conference Paper
73411,4,3.1,20.0,27,1,3,98.708,13,0.99,Article
51005,2,2.4,17.0,15,1,2,13.279000000000002,18,3.75,Article
67101,3,13.1,1.0,40,0,1,14.584000000000001,14,1.73,Article
63926,2,,,17,0,1,13.28,15,1.04,Conference Paper
84825,3,2.3,43.0,18,0,20,91.664,11,1.73,Conference Paper
72459,4,2.4,45.0,5,0,4,98.82600000000001,13,1.15,Article
4315,7,7.0,10.0,19,1,2,23.941,105,10.58,Conference Paper
54887,2,4.9,17.0,32,0,2,99.43799999999999,17,0.95,Article
89892,3,,,13,0,2,95.024,10,0.76,Article
15993,4,,,18,1,1,82.51299999999999,46,7.8,Conference Paper
83529,3,,,17,0,2,73.655,11,2.04,Conference Paper
78199,1,,,2,0,1,64.07300000000001,12,1.13,Article
22459,4,4.2,19.0,22,0,3,98.863,36,2.93,Article
63704,8,7.0,10.0,35,0,3,98.523,15,1.42,Conference Paper
68031,4,,,76,0,2,32.389,14,1.86,Conference Paper
77264,3,,,20,0,1,93.727,12,2.37,Conference Paper
41923,7,5.4,14.0,13,1,2,81.848,22,0.75,Article
32581,2,2.1,40.0,85,0,2,99.602,27,0.44,Article
43325,3,2.6,33.0,14,0,1,97.79799999999999,21,1.89,Article
35798,4,,,38,0,1,88.904,25,5.38,Conference Paper
9582,4,,,11,0,2,98.461,64,7.99,Conference Paper
48286,5,1.6,40.0,26,1,2,93.86399999999999,19,4.83,Chapter
98563,4,,,16,0,1,92.97200000000001,9,1.59,Conference Paper
56753,3,4.2,14.0,17,0,1,99.03,17,1.58,Article
34130,5,,,41,1,3,99.57600000000001,26,3.64,Conference Paper
90093,3,1.8,36.0,18,1,8,99.071,10,0.52,Article
72015,8,7.8,9.0,12,1,7,87.36399999999999,13,1.39,Conference Paper
64955,2,,,25,0,1,97.19,15,2.77,Conference Paper
86128,4,1.8,35.0,12,1,1,2.72,11,3.75,Conference Paper
43192,5,1.4,65.0,26,1,5,99.65299999999999,21,1.54,Conference Paper
56612,4,5.4,8.0,5,0,2,76.279,17,0.54,Article
25683,5,7.2,2.0,29,0,2,93.89399999999999,32,3.14,Article
81264,2,3.9,25.0,32,0,3,61.453,12,0.78,Article
84059,2,,,14,0,1,91.979,11,2.04,Conference Paper
58003,12,1.0,65.0,7,1,19,73.667,16,5.9,Conference Paper
89837,2,2.6,25.0,18,0,1,99.155,10,1.35,Article
14813,5,10.8,1.0,12,1,2,93.37899999999999,48,3.36,Article
50955,3,4.4,17.0,17,0,3,93.726,18,1.05,Article
49190,2,5.4,6.0,103,1,1,62.001000000000005,19,1.45,Article
71316,3,5.6,15.0,17,0,1,81.255,13,0.64,Article
14820,3,3.0,39.0,162,1,2,99.594,48,2.47,Article
53409,5,10.8,1.0,10,0,8,96.67200000000001,18,1.2,Article
50015,3,6.5,9.0,70,0,2,95.395,19,0.99,Article
12021,6,4.1,18.0,9,1,4,98.836,56,4.0,Article
49697,4,6.5,9.0,12,0,1,96.484,19,1.46,Conference Paper
60142,4,,,7,1,3,98.631,16,1.8,Conference Paper
78037,4,2.8,23.0,22,1,2,92.71600000000001,12,1.06,Article
548,4,3.5,25.0,28,1,2,98.28399999999999,365,45.26,Conference Paper
39274,3,,,18,1,4,99.99799999999999,23,1.98,Conference Paper
84465,6,4.6,23.0,25,1,8,46.876999999999995,11,0.96,Article
11617,1,3.3,4.0,44,0,1,98.465,57,5.61,Article
75900,3,,,18,0,2,93.71700000000001,12,3.17,Conference Paper
28074,2,,,4,0,3,98.94200000000001,30,2.02,Article
29014,4,9.5,2.0,12,1,7,95.99799999999999,29,2.76,Article
92684,2,,,53,0,2,95.18700000000001,10,0.95,Conference Paper
38658,3,5.2,5.0,15,0,1,98.465,23,2.08,Article
18194,3,8.3,1.0,62,0,3,99.863,42,3.07,Article
27980,4,9.5,2.0,18,0,2,97.132,30,6.64,Conference Paper
69739,3,4.2,14.0,14,0,1,58.735,14,0.73,Article
20030,5,5.4,8.0,15,0,3,89.854,39,2.68,Article
4608,3,5.5,18.0,35,0,1,98.37299999999999,101,5.9,Article
35666,3,,,16,0,2,99.29299999999999,25,2.06,Conference Paper
77576,3,1.0,65.0,4,0,3,93.63,12,2.11,Conference Paper
71171,4,1.6,40.0,15,1,1,99.478,13,1.45,Conference Paper
98022,6,2.4,33.0,47,0,4,91.884,9,2.39,Conference Paper
27476,3,6.9,8.0,26,0,1,88.542,31,4.74,Conference Paper
33298,5,3.9,21.0,27,1,5,93.30799999999999,26,1.35,Article
50462,3,2.5,34.0,11,1,1,96.87,19,1.28,Article
78725,4,,,9,0,2,99.79700000000001,12,1.93,Conference Paper
422,4,4.8,17.0,157,1,3,99.331,431,17.31,Article
26346,2,17.4,1.0,13,0,1,78.9,32,2.0,Conference Paper
42867,3,6.4,2.0,31,0,3,98.26299999999999,21,1.3,Article
60720,3,,,12,0,1,99.73299999999999,16,1.98,Conference Paper
9805,2,2.4,39.0,23,1,1,98.01100000000001,63,2.71,Article
13222,5,3.4,1.0,70,0,2,96.64200000000001,52,5.51,Article
71422,3,3.5,14.0,14,1,1,92.397,13,1.43,Article
70475,2,0.6,86.0,13,1,2,98.708,13,0.53,Article
48960,4,1.9,51.0,16,0,2,84.428,19,1.29,Article
20937,10,1.6,40.0,16,1,2,92.399,38,4.83,Conference Paper
75098,2,6.0,5.0,4,1,2,75.435,13,1.6,Article
64506,15,,,19,0,1,71.041,15,2.73,Conference Paper
15119,3,4.6,19.0,21,0,6,99.43799999999999,47,3.64,Article
57145,9,,,11,0,2,91.417,16,5.97,Conference Paper
59195,4,4.4,11.0,33,0,2,86.973,16,1.02,Article
35669,3,3.9,16.0,22,0,3,96.772,25,1.36,Article
51385,3,,,19,0,2,98.477,18,2.59,Conference Paper
13257,2,2.9,19.0,52,1,1,89.199,52,1.18,Review
90098,3,1.4,65.0,59,0,3,94.137,10,1.03,Conference Paper
4494,3,5.0,6.0,27,0,18,96.773,102,5.78,Article
20723,3,4.8,9.0,70,0,2,99.245,38,1.51,Review
77122,5,3.5,14.0,11,1,5,99.03,12,1.59,Article
96088,1,2.6,44.0,19,0,1,68.057,10,0.91,Article
51929,6,0.1,100.0,32,1,1,99.855,18,1.47,Article
86042,3,3.0,24.0,25,0,3,95.84,11,0.7,Article
33072,3,2.2,40.0,10,0,1,99.439,27,1.64,Article
48163,8,5.3,4.0,74,1,10,97.096,19,1.96,Article
55367,4,,,19,0,3,98.39299999999999,17,0.53,Book
72776,5,1.4,65.0,25,0,2,92.266,13,1.71,Conference Paper
37577,6,8.2,5.0,22,0,3,71.774,24,1.69,Article
77299,5,,,8,0,2,93.101,12,4.49,Conference Paper
34640,8,,,19,0,4,97.95700000000001,26,7.96,Conference Paper
72033,2,,,15,0,1,99.376,13,2.31,Article
96606,2,3.1,29.0,10,0,1,53.326,9,0.67,Article
39108,3,3.2,43.0,57,1,4,94.137,23,1.13,Article
27146,3,4.5,9.0,10,0,1,94.95,31,2.34,Article
63767,3,4.5,9.0,19,1,3,83.13600000000001,15,1.0,Article
3611,4,14.0,1.0,17,0,7,98.39299999999999,117,9.42,Article
62801,4,5.4,6.0,34,0,12,67.556,15,1.32,Article
70855,3,0.7,69.0,6,0,6,43.177,13,1.44,Article
85468,4,3.6,28.0,71,0,2,78.964,11,0.78,Article
62685,2,7.3,6.0,29,0,1,98.85,15,0.92,Article
51736,2,6.5,9.0,52,0,2,82.67299999999999,18,0.79,Article
92128,5,,,33,0,2,86.40299999999999,10,1.59,Conference Paper
77846,6,1.6,40.0,24,0,2,81.98100000000001,12,1.21,Conference Paper
16624,3,17.4,1.0,14,1,1,99.99799999999999,44,3.05,Conference Paper
22272,5,,,7,1,2,99.98899999999999,36,2.31,Article
22290,3,4.8,6.0,18,0,2,76.417,36,3.34,Article
63883,6,6.0,5.0,6,1,5,95.445,15,2.05,Conference Paper
45928,2,2.4,22.0,81,0,2,99.506,20,0.9,Article
25003,3,8.6,3.0,60,0,2,95.77799999999999,33,2.58,Article
66986,1,,,11,0,1,23.349,14,0.71,Book
89105,2,6.8,11.0,23,0,2,83.82799999999999,10,0.61,Article
80405,3,,,25,0,3,99.911,12,1.61,Conference Paper
2435,2,,,34,0,1,99.956,148,26.19,Conference Paper
48918,2,3.6,9.0,117,0,1,17.699,19,1.4,Article
16824,5,17.4,1.0,14,1,2,92.119,44,2.74,Conference Paper
71413,2,1.2,53.0,23,1,1,86.55799999999999,13,0.83,Conference Paper
15261,6,6.5,9.0,16,1,3,96.164,47,4.22,Conference Paper
7314,3,9.5,2.0,26,1,6,95.99799999999999,76,7.64,Article
49830,3,6.5,9.0,16,0,5,98.48700000000001,19,1.54,Article
10859,2,3.5,14.0,30,1,1,94.421,59,1.58,Review
70888,5,4.3,18.0,17,1,3,95.209,13,0.61,Article
5058,4,,,38,0,2,79.5,95,13.69,Conference Paper
81851,4,5.4,14.0,23,1,7,60.716,11,0.66,Article
80426,4,6.9,8.0,23,0,2,57.519,12,0.64,Article
89064,3,0.4,89.0,9,0,1,93.64299999999999,10,0.58,Article
42447,4,0.5,74.0,55,1,4,,22,1.72,Review
93793,4,,,24,0,1,94.86200000000001,10,1.04,Conference Paper
48066,4,4.4,12.0,23,0,1,89.73,19,1.39,Article
46900,2,5.2,21.0,38,1,1,98.979,20,0.85,Article
67170,2,4.6,20.0,41,0,1,88.993,14,0.63,Article
61440,4,,,37,1,1,66.985,15,1.42,Conference Paper
35964,4,3.5,17.0,22,0,4,95.863,25,2.89,Article
68608,5,1.9,44.0,14,1,1,96.848,14,0.94,Article
10853,4,17.4,1.0,18,0,2,99.72200000000001,59,2.21,Conference Paper
73068,5,3.4,25.0,34,1,4,83.756,13,0.83,Article
4008,2,9.1,4.0,62,0,1,99.859,110,6.12,Article
23682,2,7.1,3.0,36,0,2,94.84299999999999,34,2.72,Article
81935,4,1.6,40.0,48,1,3,14.99,11,3.87,Chapter
31193,4,1.2,53.0,9,1,1,99.385,28,3.32,Conference Paper
38030,5,3.1,21.0,17,0,2,86.105,24,2.13,Article
56573,5,0.4,89.0,11,0,2,36.625,17,1.21,Article
44718,4,,,56,0,3,92.41,21,3.42,Conference Paper
21401,2,,,5,1,3,99.294,37,5.84,Conference Paper
51845,2,,,16,0,3,97.444,18,2.58,Conference Paper
63215,2,,,17,0,3,99.911,15,0.71,Book
24239,4,10.8,3.0,271,0,4,66.348,34,2.8,Article
99949,3,,,2,0,2,40.357,9,0.69,Chapter
26649,2,,,109,0,1,23.961,31,5.2,Conference Paper
15682,2,3.6,9.0,63,0,1,90.71600000000001,46,2.8,Article
69645,2,5.2,14.0,36,0,2,91.6,14,0.66,Article
31063,4,1.6,40.0,8,0,2,97.234,28,3.86,Conference Paper
75712,3,0.1,85.0,42,0,3,67.416,12,0.19,Article
